Station Name,City,State,ZIP,Latitude,Longitude,year
MY Nissan,Salinas,CA,93907,36.720023,-121.662519,2011
Larry H Miller Nissan of San Bernardino,San Bernardino,CA,92408,34.074378,-117.298,2011
Mossy Nissan - Kearny Mesa,San Diego,CA,92111,32.833179,-117.147384,2011
Pacific Nissan,San Diego,CA,92109,32.802475,-117.215269,2011
Nissan Sunnyvale,Sunnyvale,CA,94087,37.359362,-122.022783,2011
Premier Nissan,San Jose,CA,95136,37.275144,-121.877656,2011
Nissan of San Juan Capistrano,San Juan Capistrano,CA,92675,33.47443,-117.676142,2011
San Leandro Nissan,San Leandro,CA,94577,37.712609,-122.162746,2011
Coast Nissan,San Luis Obispo,CA,93405,35.25062,-120.68455,2011
Stevens Creek Nissan,Santa Clara,CA,95051,37.323569,-121.988027,2011
Jim Bone Nissan,Santa Rosa,CA,95404,38.425537,-122.714089,2011
Cardinale Nissan,Seaside,CA,93955,36.611189,-121.849899,2011
Nissan of Van Nuys,Sherman Oaks,CA,91401,34.168824,-118.449059,2014
First Nissan,Simi Valley,CA,93065,34.277324,-118.778957,2011
Nissan of Stockton,Stockton,CA,95212,38.022022,-121.275339,2011
Temecula Nissan,Temecula,CA,92591,33.516768,-117.155039,2011
Tracy Nissan,Tracy,CA,95304,37.75990555387505,-121.4632051865082,2011
Nissan of Tustin,Tustin,CA,92782,33.72484,-117.799302,2011
Nissan of Vacaville,Vacaville,CA,95687,38.381441,-121.941218,2011
Champion Nissan,Valencia,CA,91355,34.420546,-118.557774,2011
Vallejo Nissan,Vallejo,CA,94590,38.118088,-122.255493,2011
Valley Hi Nissan,Victorville,CA,92394,34.517883,-117.3219,2011
Nissan of Visalia,Visalia,CA,93292,36.32327,-119.27569,2011
West Covina Nissan,West Covina,CA,91791,34.074227,-117.890899,2011
Firkins Nissan,Bradenton,FL,34207,27.462023,-82.578036,2011
Maus Nissan,Homosassa,FL,34448,28.848733,-82.57947,2011
Deland Nissan,Deland,FL,32720,28.983689,-81.300079,2011
Delray Nissan,Delray Beach,FL,33483,26.435016,-80.072333,2011
Fort Lauderdale Nissan,Fort Lauderdale,FL,33316,26.109825,-80.137099,2011
Westside Nissan,Jacksonville,FL,32210,30.288306,-81.730832,2011
Fuccillo Nissan,Jacksonville,FL,32244,30.212415,-81.736209,2011
Rountree-Moore Nissan,Lake City,FL,32055,30.18082,-82.702224,2011
Bill Seidle's Nissan,Miami,FL,33172,25.783121,-80.366772,2011
Palmetto 57 Nissan,Miami,FL,33055,25.9262,-80.292105,2011
AutoNation Nissan - Miami,Miami,FL,33135,25.76506,-80.250516,2011
AutoNation Nissan - Kendall,Palmetto Bay,FL,33157,25.609391,-80.348241,2011
AutoNation Nissan - Pembroke Pines,Pembroke Pines,FL,33024,26.007358,-80.263072,2011
Alan Jay Nissan,Sebring,FL,33870,27.485756,-81.481603,2017
Wallace Nissan,Stuart,FL,34997,27.152729,-80.217708,2011
Courtesy Nissan - Tampa,Tampa,FL,33614,27.995139,-82.506186,2011
Ferman Nissan - North Tampa,Tampa,FL,33612,28.049764,-82.458596,2011
Sutherlin Nissan,Vero Beach,FL,32962,27.585356,-80.376442,2011
Hill Nissan,Winter Haven,FL,33884,27.982961,-81.676059,2011
Sutherlin Nissan - Mall of Georgia,Buford,GA,30519,34.075281,-83.98366,2011
Nalley Nissan of Atlanta,Atlanta,GA,30360,33.907866,-84.283186,2011
Gwinnett Place Nissan,Duluth,GA,30096,33.967935,-84.146036,2011
Stone Mountain Nissan,Lilburn,GA,30047,33.841932,-83.905677,2011
AutoNation Nissan - Thornton Road,Lithia Springs,GA,30122,33.784015,-84.612737,2011
AutoNation Nissan - Marietta,Marietta,GA,30060,33.92909,-84.50889,2011
Nissan South,Morrow,GA,30260,33.566938,-84.344405,2011
Regal Nissan,Roswell,GA,30076,34.022437,-84.327529,2011
Nissan South Union City,Union City,GA,30291,33.565412,-84.521117,2011
Five Star Nissan,Warner Robins,GA,31088,32.555572,-83.66552,2011
New City Nissan,Honolulu,HI,96819,21.335175,-157.88225,2011
Jim Falk Motors - Maui,Kahului,HI,96732,20.8891,-156.458605,2011
King Windward Nissan,Kaneohe,HI,96744,21.399116,-157.799326,2011
Tony Nissan,Waipahu,HI,96797,21.42849,-157.998343,2011
Municipal Garage,Baltimore,MD,21202,39.291785,-76.610539,2011
Bel Air Nissan,Bel Air,MD,21014,39.505659,-76.382317,2011
Community College of Baltimore County (CCBC),Catonsville,MD,21228,39.256947,-76.730918,2019
Younger Nissan,Frederick,MD,21704,39.391175,-77.407835,2018
Criswell Nissan,Germantown,MD,20874,39.177414,-77.249773,2011
Passport Nissan - Marlow Heights,Suitland,MD,20746,38.82681,-76.923233,2011
Darcars Nissan,Rockville,MD,20855,39.113757,-77.161016,2011
Herb Gordon Nissan,Silver Spring,MD,20904,39.077447,-76.947933,2011
Lawson Parking Ramp,St. Paul,MN,55102,44.946327,-93.095535,2011
World Trade Center Parking Ramp,St. Paul,MN,55101,44.948972,-93.0962,2011
Modern Nissan - Concord,Concord,NC,28027,35.392063,-80.622777,2011
Fred Anderson Nissan,Fayetteville,NC,28304,35.042419,-78.956747,2011
Vann Yorks High Point Nissan,High Point,NC,27260,35.937981,-79.996012,2011
Nissan of Lumberton,Lumberton,NC,28358,34.634487,-78.997134,2011
International Brotherhood of Electrical Workers 569 - NECA Electrical Training Center,San Diego,CA,92123,32.823912,-117.12114,2011
James River Air Conditioning,Richmond,VA,23230,37.578536,-77.48754,2011
NV ENERGY 6100 NEIL RD 4,Reno,NV,89511,39.467032,-119.779038,2011
PIE AE OTC 3FL PKGSTA3,Austin,TX,78704,30.256917,-97.749169,2011
New River Nissan,Christiansburg,VA,24073,37.1581,-80.4203,2012
Hyman Brothers Nissan,Midlothian,VA,23113,37.50418,-77.61949,2011
KEY CENTER KEY CENTER 6,Bellevue,WA,98004,47.616104,-122.19696,2011
KRC SKYLINE SKYLINE #1,Bellevue,WA,98004,47.61434,-122.194037,2011
MGE PRINCE CLUB E,Madison,WI,53704,43.121878,-89.309902,2011
MGE MID LIB GP,Middleton,WI,53562,43.094649,-89.50964,2011
Smart Center San Diego,San Diego,CA,92111,32.82408524,-117.1471252,2011
CITY OF HOLLAND 127 E 8TH,Holland,MI,49423,42.790376,-86.101511,2011
South Carolina Technology and Aviation Center,Greenville,SC,29605,34.756982,-82.383799,2011
Stone's Cove Kitbar,Herndon,VA,20171,38.951695,-77.409238,2011
County of Greenville - County Square,Greenville,SC,29601,34.840912,-82.400037,2011
Furman University - Admissions Building,Greenville,SC,29613,34.926241,-82.433164,2011
Figaro Restaurant,Enfield,CT,6082,41.997588,-72.583384,2011
Jupiter Town Hall Complex,Jupiter,FL,33458,26.9322,-80.1027,2011
City of Auburn Hills - Log Cabin Streetside Parking,Auburn Hills,MI,48326,42.6336,-83.220931,2011
MGM Casino - Public Parking Structure,Detroit,MI,48226,42.33476,-83.0608,2012
City of Rochester - City Hall & Municipal Park,Rochester,MI,48307,42.683212,-83.1366,2011
Village of Rochester Hills,Rochester Hills,MI,48309,42.682914,-83.193236,2011
City of Saline - City Parking Lot #2,Saline,MI,48176,42.166498,-83.780162,2011
Cuyahoga Community College - Advanced Automotive Technology Center,Parma,OH,44130,41.36684,-81.7638,2014
Crystal Mountain Resort & Spa,Thompsonville,MI,49683,44.520371,-85.991356,2011
Annapolis Friends Meeting,Annapolis,MD,21401,39.001676,-76.525253,2011
Richmond Ford Lincoln,Richmond,VA,23230,37.578775,-77.489409,2011
Emagine Entertainment,Royal Oak,MI,48067,42.455,-83.131111,2011
Marriott Hotel - Underground Deck,Raleigh,NC,27601,35.772881,-78.638502,2011
City of Raleigh - Performing Arts Center Deck,Raleigh,NC,27601,35.772619,-78.641492,2011
City of Raleigh - Wilmington Station Deck,Raleigh,NC,27601,35.77937,-78.638203,2011
Southern Oregon University - Lot 8,Ashland,OR,97520,42.187149,-122.689496,2011
Atmosera,Beaverton,OR,97005,45.475743,-122.776517,2012
Clackamas County Sheriff's Office - Brooks Building,Clackamas,OR,97015,45.43039546782978,-122.5722026653595,2011
Jim Ellis Chevrolet,Atlanta,GA,30341,33.90999,-84.2914,2011
O'Hare Airport - Short Term Parking,Chicago,IL,60666,41.97850582311076,-87.90328000006105,2011
Neal's Garage,Durham,NC,27705,36.009999,-78.921405,2011
Kum & Go #408,Bentonville,AR,72712,36.379802,-94.177871,2011
OUC CAY COMMONS 01,Orlando,FL,32819,28.424816,-81.445089,2011
OUC WINGATE 1,Orlando,FL,32819,28.485994,-81.457176,2011
Kum & Go #206,Clive,IA,50325,41.607327,-93.735902,2011
Kum & Go #134,Fairfield,IA,52556,41.00709,-91.981752,2011
Kum & Go #572,Urbandale,IA,50322,41.645933,-93.769432,2011
CHARLES COUNTY INDIAN HEAD1,Indian Head,MD,20640,38.623533,-77.086898,2011
CHARLES COUNTY CRAIN CENTER1,Newburg,MD,20664,38.369101,-76.960389,2012
Haworth Inn & Conference Center,Holland,MI,49423,42.78875732,-86.10360718,2021
TC Chevrolet,Ashland,OR,97520,42.219548,-122.740005,2011
Randolph-Macon College - Andrews Hall,Ashland,VA,23005,37.764986,-77.476715,2011
NV ENERGY NV ENERGY 03,Las Vegas,NV,89146,36.145081,-115.227058,2011
Greenville-Spartanburg International Airport - Parking Lot B,Greer,SC,29651,34.889453,-82.215505,2011
PIE AE ANIMAL SERVICE2,Austin,TX,78702,30.251357,-97.689015,2011
PIE AE PUBDITTMAR2,Austin,TX,78745,30.18534,-97.801184,2011
PIE AE MILWOOD LIB 2,Austin,TX,78727,30.422284,-97.71646,2011
PIE AE PUB-STDAVIDSST1,Austin,TX,78701,30.268887,-97.738936,2015
Harrisonburg Electric Commission,Harrisonburg,VA,22801,38.447533,-78.870744,2011
Country Chevrolet,Annandale,MN,55302,45.256075,-94.107832,2011
City of Kingsport - Parking Garage,Kingsport,TN,37660,36.547921,-82.56179,2011
MGE FITCHBURG CC,Fitchburg,WI,53711,43.002006,-89.423463,2011
MGE LAKE ST ADA,Madison,WI,53715,43.074008,-89.397267,2012
MGE VILAS ZOO ADA,Madison,WI,53715,43.058323,-89.410359,2012
Marsh Street Parking Structure,San Luis Obispo,CA,93401,35.279705,-120.6609,2000
Wilkerson Nature Preserve Park,Raleigh,NC,27614,35.92353,-78.599883,2011
Airlie Center,Warrenton,VA,20187,38.7566,-77.793511,2011
HIGHLANDCHEVRON HIGHLAND DUAL 1,Beaverton,OR,97005,45.475962,-122.825561,2011
IBEWLOCAL26JATC MANASSAS 1,Manassas,VA,20109,38.803836,-77.516487,2011
CITY OF SEATAC CITY HALL 1,SeaTac,WA,98188,47.434021,-122.273183,2011
LEE COUNTY GOV ADMIN EAST,Fort Myers,FL,33901,26.642789,-81.869132,2011
OUC SHERATON UNIT 1,Orlando,FL,32819,28.463514,-81.461419,2011
OUC OUC GARDENIA 01,Orlando,FL,32839,28.503733,-81.422651,2011
PALMER SQUARE CHAMBERS GARAGE,Princeton,NJ,8542,40.350118,-74.662732,2011
Mission Trail Baptist Hospital,San Antonio,TX,78235,29.343808,-98.436931,2011
Sheraton Waikiki,Honolulu,HI,96815,21.2782458,-157.8320917,2011
American Bush - Solar Canopy,Salt Lake City,UT,84115,40.714413,-111.900552,2011
Anchor Nissan,North Smithfield,RI,2896,41.96108,-71.494611,2011
Net Zero USA,Alpharetta,GA,30004,34.138312,-84.251109,2011
CITY BRADENTON RIVERWALK,Bradenton,FL,34205,27.499076,-82.569442,2011
Orlando Health - Dr. P Phillips Hospital,Orlando,FL,32819,28.429987,-81.475116,2011
OUC OUC PERSHING 01,Orlando,FL,32822,28.499373,-81.303897,2011
DON CESAR HOTEL EV CHARGER 01,Saint Pete Beach,FL,33706,27.709441,-82.736735,2011
HARVARD PILGRIM HPHCQ2,Quincy,MA,2169,42.232376,-71.019877,2011
Park 'N Fly,Houston,TX,77032,29.94917,-95.33138,2011
BELLEVUE SBCC #2,Bellevue,WA,98006,47.568871,-122.145285,2011
SAMMAMISH GARAGE 1,Sammamish,WA,98075,47.601657,-122.036938,2011
CITY BRADENTON JUDICIALGARAGE2,Bradenton,FL,34205,27.493279,-82.573234,2011
Embassy Suites Hotel - Waikiki Beach Walk,Honolulu,HI,96815,21.279142,-157.831689,2011
Ohana Waikiki East,Honolulu,HI,96815,21.277846,-157.825052,2011
Raleigh Municipal Building Deck,Raleigh,NC,27601,35.779082,-78.641779,2011
City of Raleigh - Walnut Creek Wetland Center,Raleigh,NC,27610,35.760503,-78.625345,2011
City of Raleigh - Optimist Park and Community Center,Raleigh,NC,27609,35.862603,-78.643641,2011
City of Raleigh - Jaycee Park and Community Center,Raleigh,NC,27607,35.800443,-78.663445,2011
City of Raleigh - Wilders Grove,Raleigh,NC,27610,35.788789,-78.573106,2011
City of Raleigh - Transit Center,Raleigh,NC,27610,35.767483,-78.563464,2011
Giant Eagle #43 - Pine Township,Wexford,PA,15090,40.632138,-80.054285,2011
Paul Masse Chevrolet,East Providence,RI,2914,41.823099,-71.347614,2011
Town of Normal - Public Works Department,Normal,IL,61761,40.496969,-89.004735,2012
Beaufort Street Parking Deck,Normal,IL,61761,40.507954,-88.986429,2012
Whole Foods Market,New Orleans,LA,70115,29.920829,-90.117642,2011
Loyola University - New Orleans,New Orleans,LA,70118,29.9347,-90.120883,2011
Heartland Community College - Workforce Development Center,Normal,IL,61761,40.535456,-89.013791,2011
New Belgium Brewing,Fort Collins,CO,80524,40.593417,-105.0684,2011
Ohio Statehouse Parking Garage,Columbus,OH,43215,39.960356,-82.998458,2011
GATEWAY TECH ELKHORN 1,Elkhorn,WI,53121,42.666735,-88.524261,2011
Marriott - Wailea Beach,Kihei,HI,96753,20.688309,-156.439752,2011
Heartland Community College - Astroth Community Education Center,Normal,IL,61761,40.534785,-89.011493,2011
CITY OF GR MGR GOV CENTER RAMP,Grand Rapids,MI,49503,42.969202,-85.670457,2011
Ann Arbor Downtown Development Authority - Library Parking Structure,Ann Arbor,MI,48104,42.278754,-83.745565,2012
CITY OF GR MGR GALLERY PLACE,Grand Rapids,MI,49503,42.962871,-85.668737,2011
Alexander's Storage,Columbia,TN,38401,35.61323,-87.034614,2011
Balise Nissan - Warwick,Warwick,RI,2888,41.742755,-71.428289,2014
Elizabeth Parking Authority - J Christian Bollwage Garage,Elizabeth,NJ,7201,40.663848,-74.216585,2012
The Green Parking Garage,Charlotte,NC,28202,35.223874,-80.846273,2011
Eaton Corp,Moon,PA,15108,40.492883,-80.200182,2012
Tynan's Nissan,Fort Collins,CO,80525,40.505604,-105.078041,2012
Mountain Energy Market of Vermont,South Londonderry,VT,5155,43.199508,-72.820633,2012
NATIONAL GRID CHILIS WESTFORD,Westford,MA,1886,42.5703,-71.41896,2012
NATIONAL GRID UNION STATION 1,Worcester,MA,1604,42.260546,-71.794678,2012
UM PTS GRAND,Baltimore,MD,21201,39.290036,-76.621894,2012
UM PTS PEARL #3,Baltimore,MD,21201,39.290764,-76.62439,2012
UM PTS PRATT,Baltimore,MD,21201,39.28651,-76.624935,2012
UM PTS PLAZA #1,Baltimore,MD,21201,39.28808,-76.622679,2012
DTE Energy - Western Wayne Center,Belleville,MI,48111,42.244351,-83.444131,2012
University of Detroit Mercy,Detroit,MI,48221,42.41423,-83.1364,2012
ACC ROUNDROCK STAT4,Round Rock,TX,78665,30.563925,-97.658312,2015
JBG SMITH STATION 2,Arlington,VA,22201,38.890342,-77.085782,2015
IBEW LOCAL 46 IBEW LOCAL 46 1,Kent,WA,98032,47.424222,-122.256619,2012
VALLEY MED CTR MAIN LOT #5,Renton,WA,98055,47.443255,-122.212445,2012
VALLEY MED CTR N GARAGE #1,Renton,WA,98055,47.444606,-122.214491,2012
MGE ALDO LEOPOLD,Madison,WI,53716,43.054704,-89.321148,2012
North Carolina State University - McKimmon Center and Solar House,Raleigh,NC,27606,35.78214,-78.6864,2012
Great Escape Restaurant,Schiller Park,IL,60176,41.955233,-87.865268,2012
Taylor Automotive,Sanford,NC,27330,35.49416,-79.180591,2012
ACCESS MAIL EVSE UNIT 01,Clearwater,FL,33760,27.901732,-82.721249,2012
OUC HILTON UNIT 01,Orlando,FL,32819,28.425298,-81.456277,2012
OUC STCL CITY HALL1,Saint Cloud,FL,34769,28.249967,-81.28294,2012
OUC STCL SR CTR 1,Saint Cloud,FL,34769,28.250888,-81.279774,2012
EVSP WALGREENS STORE 5623,Baltimore,MD,21215,39.326834,-76.681801,2012
EVSP WALGREENS STORE 6396,Rosedale,MD,21237,39.334156,-76.495725,2012
Goodwill,Blaine,MN,55434,45.183283,-93.237039,2011
City of Columbia - Sumter Street Garage,Columbia,SC,29201,34.004883,-81.032931,2012
City of Columbia - Lady Street Garage,Columbia,SC,29201,34.002107,-81.035726,2012
Malibu Country Mart,Malibu,CA,90265,34.035802,-118.686393,2011
Tampa Area Electrical JATC,Tampa,FL,33610,27.988197,-82.392164,2012
Nissan North America,Franklin,TN,37067,35.940203,-86.813764,2016
City of Renton - City Hall,Renton,WA,98057,47.474537,-122.204976,2017
TAC PW PARKING A ST GARAGE 01,Tacoma,WA,98402,47.253809,-122.437429,2012
TAC PW PARKING GLASS MUSEUM 01,Tacoma,WA,98402,47.245934,-122.43398,2012
Tremont Street Garage,Denver,CO,80202,39.742113,-104.991416,2011
Greater Hartford Transit District - Spruce Street Lot,Hartford,CT,6103,41.769417,-72.681825,2011
One Parking,Washington,DC,20004,38.896703,-77.027621,2012
Carriage Nissan,Gainesville,GA,30504,34.275207,-83.85946,2011
Town Center Nissan,Kennesaw,GA,30144,34.010005,-84.577162,2011
State Street Garage,Boston,MA,2109,42.358449,-71.055089,2011
MASS AUDUBON JOPPA FLATS,Newburyport,MA,1950,42.799163,-70.847133,2012
NATIONAL GRID CHILIS PLNVILLE,Plainville,MA,2762,42.032751,-71.311914,2012
Carolina Nissan,Burlington,NC,27215,36.063557,-79.503697,2011
North Carolina State University - Joyner Visitor Center,Raleigh,NC,27606,35.784037,-78.684667,2012
Carmine's Coal Fired Pizza,Jupiter,FL,33458,26.892152,-80.102668,2012
City of Seattle - Central Library,Seattle,WA,98104,47.606684,-122.332664,2011
City of Seattle - Seattle Center,Seattle,WA,98109,47.622085,-122.347124,2011
Thruway Nissan,Newburgh,NY,12550,41.504105,-74.068916,2011
Country Club Imports,Oneonta,NY,13820,42.451285,-75.100333,2011
West-Herr Nissan,Orchard Park,NY,14127,42.784867,-78.76558,2011
Nissan 112,Patchogue,NY,11772,40.792986,-73.00827,2011
Huttig Nissan,Plattsburgh,NY,12901,44.667361,-73.444894,2011
Nissan City - Port Chester,Port Chester,NY,10573,40.996358,-73.669405,2011
Riverhead Auto Mall,Riverhead,NY,11901,40.924758,-72.704752,2011
Dorschel Nissan,Rochester,NY,14623,43.077581,-77.641934,2011
Nissan of Smithtown,St. James,NY,11780,40.859886,-73.162067,2011
Lia Nissan,Schenectady,NY,12304,42.764517,-73.88522,2011
Gregoris Motors,Valley Stream,NY,11580,40.670497,-73.717206,2011
Legend Nissan,Syosset,NY,11791,40.809865,-73.507761,2011
Serafini Nissan-Volvo,Vestal,NY,13850,42.095812,-76.003703,2011
Poughkeepsie Nissan,Wappingers Falls,NY,12590,41.587383,-73.908392,2011
Vision Nissan,Webster,NY,14580,43.204065,-77.478237,2011
Nissan of Westbury,Westbury,NY,11590,40.753954,-73.561974,2011
West Herr Nissan - Williamsville,Williamsville,NY,14221,42.96275,-78.691132,2011
Nissan of Yorktown Heights,Yorktown Heights,NY,10598,41.289317,-73.835547,2011
Lee Nissan - Auburn,Auburn,ME,4210,44.129326,-70.224225,2011
Ann Arbor Downtown Development Authority - Ann Ashley Parking Structure,Ann Arbor,MI,48104,42.282617,-83.749329,2012
Ann Arbor Downtown Development Authority - Catherine and Fourth Surface Lot,Ann Arbor,MI,48104,42.283504,-83.747496,2012
Ann Arbor Downtown Development Authority - Forrest Parking Structure,Ann Arbor,MI,48104,42.274044,-83.733542,2012
Ann Arbor Downtown Development Authority - Maynard Parking Structure,Ann Arbor,MI,48104,42.278668,-83.742596,2012
Ann Arbor Downtown Development Authority - William Street Parking Structure,Ann Arbor,MI,48104,42.278461,-83.747741,2012
Ann Arbor Nissan,Ann Arbor,MI,48103,42.284242,-83.80855,2011
Gezon Nissan,Grand Rapids,MI,49525,43.035997,-85.618662,2011
Fox Nissan,Kentwood,MI,49512,42.912537,-85.558232,2011
Garber Nissan,Saginaw,MI,48604,43.486749,-83.973864,2011
Traverse City Auto Plaza,Traverse City,MI,49686,44.743331,-85.594781,2011
Suburban Nissan - Troy,Troy,MI,48084,42.553452,-83.175063,2011
Northern Wake Tech Community College,Raleigh,NC,27616,35.867552,-78.543695,2012
Whole Foods Market,Raleigh,NC,27615,35.898899,-78.650239,2012
Concord Nissan,Concord,NH,3301,43.187837,-71.497717,2011
Port City Nissan,Portsmouth,NH,3801,43.077355,-70.785285,2011
Patriot Nissan,Salem,NH,3079,42.772666,-71.222512,2011
Somersworth Nissan,Somersworth,NH,3878,43.257348,-70.900583,2011
Nissan of Keene,Swanzey,NH,3446,42.878599,-72.233177,2011
Autoserv Nissan - Tilton,Tilton,NH,3276,43.450949,-71.573167,2011
Destination Nissan,Albany,NY,12206,42.676971,-73.787334,2011
Mike Barney Nissan,Amherst,NY,14226,42.979725,-78.797346,2011
Lebrun Nissan,Auburn,NY,13021,42.966894,-76.535879,2011
Star Nissan,Bayside,NY,11361,40.758245,-73.776954,2011
Rockland Nissan,Blauvelt,NY,10913,41.071072,-73.950866,2011
Kings Nissan,Brooklyn,NY,11235,40.589167,-73.960707,2011
Burdick Nissan,Cicero,NY,13039,43.147147,-76.114274,2011
Hoselton Nissan,East Rochester,NY,14445,43.100001,-77.481422,2011
Rockaway Nissan,Inwood,NY,11096,40.622268,-73.742699,2011
Maguire Nissan,Ithaca,NY,14850,42.435042,-76.5088,2011
Nemet Motors,Jamaica,NY,11432,40.707242,-73.803844,2011
Treiber Nissan,Johnstown,NY,12095,43.025044,-74.358103,2011
Nissan - Garden City,Hempstead,NY,11550,40.71693,-73.630152,2011
Simmons Rockwell Nissan,Horseheads,NY,14845,42.16246,-76.867435,2011
